what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362339250736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339280885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339281627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362339287124
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362339299916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362339305436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362339305901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362339306554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362339307128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362339313125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362339313908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362339317456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362339318356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362339321284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362339336509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362339340977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362339344221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362339345155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362339346510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362339348060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339357191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339591028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339591159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339591925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339592159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339673949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339683520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339683541
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362339686655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339709563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339767207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339767618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339962117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362339963190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362339963425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362340011093
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362340012763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362340015125
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362340016100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362340018814
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362340022992
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362340026707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362340027635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362340029089
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362340030377
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362340033942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362340038891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362340057893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362340503897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362340569662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362340634769
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362340640182
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362340641505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362340645469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362341069222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362341093417
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362341097297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362341105776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362341107088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362341110697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362341111850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362341114996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362341328540
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362341329397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362341353273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345753524
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362345758392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345796647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345802027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362345832702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362345833718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362345837496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345838294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345839949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345841618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345843484
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362345845357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345849769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345850741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345859072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345862607
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362345865296
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362345865772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345866412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345878177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345988761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345994499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345994731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362345996849
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362346000452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362346000733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362346003228
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362346003525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362346005852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362346006695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362346009711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362346193558
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362346194690
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362346197298
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362346200175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362346200489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347014752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347023033
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362347044176
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347051967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347077248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347103998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347126117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347126974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347130599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347133301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347133657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347138133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347138274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347141486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347155858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347161322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347161572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347162551
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362347176627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347179603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347182269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347183564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347192742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347200150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1362347210047
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347211843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347214314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1362347220593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347221984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347270167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347271422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347271857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347272318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362347274672
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362347281060
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347296768
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347296840
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1362347322703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362347327726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347338049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1362347338076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347349144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362347353191
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347354164
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347356978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347357588
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347362717
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347366259
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347370080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362347379349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362347382014
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347382906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347385985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362347395065
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347400566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362347401174
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347401922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347405993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1362347420794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347422326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362347425861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347431680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347444714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362347454590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347455451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347466348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362347491743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347492474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347501860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362347503726
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347504398
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347510579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347520205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362347537198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347541689
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347549022
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347549912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347550309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1362347559822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347561696
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362347565868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347566158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347568725
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1362347571188
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347572259
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1362347588822
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347588962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347624749
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362347625989
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347626729
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347626798
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347629751
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347629751
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362347632141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347632442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347634960
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1362347636608
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347661092
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362347662523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347662810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347665386
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1362347667605
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347673662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347693880
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362347694300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347694644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347697221
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1362347702213
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347714432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347717777
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362347718381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347718780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347722367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347722380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347727986
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362347728381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347733211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347734508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347735780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347769554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347770125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347771056
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347772974
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347784622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362347787568
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362347788629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362347789142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362347792198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347796165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347796990
executed,command,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.targetBuildCommand",1362347797000
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362347799943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362347800904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348149050
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362348149951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348152412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348153418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348168960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348169909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348170135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348208615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362348214784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348219284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348220804
executed,command,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.targetBuildCommand",1362348220815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348223576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362348316300
